meta_id,authors_id,primary_id,author,title,journal,year,doi,find,confidence level,note,note_2
MA14,Siviter_etal_2018_JApplEcol,Tan_etal_PLoSONE_2013,"Tan K, Yang S, Wang Z, Menzel R.",Effect of flumethrin on survival and olfactory learning in honeybees.,PLoS ONE,2013,10.1371/journal.pone.0066295,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Frost_etal_JExpBiol_2013,"Frost EH, Shutler D, Hillier NK.","Effects of fluvalinate on honey bee learning, memory, responsiveness to sucrose, and survival.",J Exp Biol,2013,10.1242/jeb.086538,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Williamson_Baker_InvertNeurosci_2013,"Williamson SM, Baker DD, Wright GA.",Acute exposure to a sublethal dose of imidacloprid and coumaphos enhances olfactory learning and memory in the honeybee Apis mellifera. ,Invert Neurosci,2013,10.1007/s10158-012-0144-7,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Williamson_Wright_JExpBiol_2013,"Williamson SM, Wright GA.",Exposure to multiple cholinergic pesticides impairs olfactory learning and memory in honeybees., J Exp Biol,2013,10.1242/jeb.083931,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Yang_etal_PLoSONE_2012,"Yang EC, Chang HC, Wu WY, Chen YW.",Impaired olfactory associative behavior of honeybee workers due to contamination of imidacloprid in the larval stage.,PLoS ONE,2012,10.1371/journal.pone.0049472,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Ciarlo_etal_PLoSONE_2012,"Ciarlo TJ, Mullin CA, Frazier JL, Schmehl DR.",Learning impairment in honey bees caused by agricultural spray adjuvants.,PLoS ONE,2012,10.1371/journal.pone.0040848,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Han_etal_Ecotoxicology_2010,"Han P, Niu CY, Lei CL, Cui JJ, Desneux N.",Use of an innovative T-tube maze assay and the proboscis extension response assay to assess sublethal effects of GM products and pesticides on learning capacity of the honey bee Apis mellifera L.,Ecotoxicology,2010,10.1007/s10646-010-0546-4,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Aliouane_etal_EnvironToxicolChem_2009,"Aliouane Y, El Hassani AK, Gary V, Armengaud C, Lambin M, Gauthier M.",Subchronic exposure of honeybees to sublethal doses of pesticides: effects on behavior.,Environ Toxicol Chem,2009,10.1897/08-110.1,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,EI-Hassani_etal_ArchEnvironContamToxicol_2008,"El Hassani AK, Dacher M, Gary V, Lambin M, Gauthier M, Armengaud C.",Effects of sublethal doses of acetamiprid and thiamethoxam on the behavior of the honeybee (Apis mellifera).,Arch Environ Contam Toxicol,2008,10.1007/s00244-007-9071-8,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Piiroinen_Goulson_ProcBiolSci_2016,"Piiroinen S, Goulson D.",Chronic neonicotinoid pesticide exposure and parasite stress differentially affects learning in honeybees and bumblebees.,Proc Biol Sci,2016,10.1098/rspb.2016.0246,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Thany_etal_Insects_2015,"Thany SH, Bourdin CM, Graton J, Laurent AD, Mathé-Allainmat M, Lebreton J, Questel JY.",Similar Comparative Low and High Doses of Deltamethrin and Acetamiprid Differently Impair the Retrieval of the Proboscis Extension Reflex in the Forager Honey Bee (Apis mellifera).,Insects,2015,10.3390/insects6040805,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Abramson_etal_EcotoxicolEnvironSaf_2012,"Abramson CI, Sokolowski MB, Brown EA, Pilard S.",The effect of pymetrozine (Plenum WG-50) on proboscis extension conditioning in honey bees (Apis mellifera: Hybrid var. Buckfast).,Ecotoxicol Environ Saf,2012,10.1016/j.ecoenv.2011.11.038,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Tison_etal_JExpBiol_2017,"Tison L, Holtz S, Adeoye A, Kalkan Ö, Irmisch NS, Lehmann N, Menzel R.",Effects of sublethal doses of thiacloprid and its formulation Calypso® on the learning and memory performance of honey bees.,J Exp Biol,2017,10.1242/jeb.154518,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Papach_etal_JApicRes_2017,"Papach A, Fortini D, Grateau S, Aupinel P, Richard FJ.",Larval exposure to thiamethoxam and American foulbrood: effects on mortality and cognition in the honey bee Apis mellifera.,J Apic Res,2017,10.1080/00218839.2017.1332541,y,3,Table S1,
MA14,Siviter_etal_2018_JApplEcol,Hesselbach_Scheiner_SciRep_2018,"Hesselbach H, Scheiner R.", Effects of the novel pesticide flupyradifurone (Sivanto) on honeybee taste and cognition.,Sci Rep,2018,10.1038/s41598-018-23200-0,y,3,Table S1,
MA15,Song_etal_2022_FrontAgingNeurosci,Xu_etal_TranslPsychiatry_2021,"Xu K, Wang M, Zhou W, Pu J, Wang H, Xie P.",Chronic D-ribose and D-mannose overload induce depressive/anxiety-like behavior and spatial memory impairment in mice.,Transl Psychiatry,2021,10.1038/s41398-020-01126-4,y,3,Table 1,
MA15,Song_etal_2022_FrontAgingNeurosci,Wu_etal_JAlzheimersDis_2019,"Wu B, Wang Y, Shi C, Chen Y, Yu L, Li J, Li W, Wei Y, He R.",Ribosylation-Derived Advanced Glycation End Products Induce Tau Hyperphosphorylation Through Brain-Derived Neurotrophic Factor Reduction.,J Alzheimers Dis,2019,10.3233/JAD-190158,y,3,Table 1,
MA15,Song_etal_2022_FrontAgingNeurosci,Han_etal_PLoSONE_2011,"Han C, Lu Y, Wei Y, Liu Y, He R.",D-ribose induces cellular protein glycation and impairs mouse spatial cognition.,PLoS ONE,2011,10.1371/journal.pone.0024623,y,3,Table 1,
MA15,Song_etal_2022_FrontAgingNeurosci,Wu_etal_Oncotarget_2015,"Wu B, Wei Y, Wang Y, Su T, Zhou L, Liu Y, He R.","Gavage of D-Ribose induces A_-like deposits, Tau hyperphosphorylation as well as memory loss and anxiety-like behavior in mice.",Oncotarget,2015,10.18632/oncotarget.6021,y,3,Table 1,
MA15,Song_etal_2022_FrontAgingNeurosci,Han_etal_CellDeathDis_2014,"Han C, Lu Y, Wei Y, Wu B, Liu Y, He R.",D-ribosylation induces cognitive impairment through RAGE-dependent astrocytic inflammation.,Cell Death Dis,2014,10.1038/cddis.2014.89,y,3,Table 1,
MA16,Sep_etal_2021_PLoSONE,Ameen-Ali_etal_JNeurosciMethods_2012,"Ameen-Ali KE, Eacott MJ, Easton A.",A new behavioural apparatus to reduce animal numbers in multiple types of spontaneous object recognition paradigms in rats.,J Neurosci Methods,2012,10.1016/j.jneumeth.2012.08.006,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Asiminas_etal_SciTranslMed_2019,"Asiminas A, Jackson AD, Louros SR, Till SM, Spano T, Dando O, Bear MF, Chattarji S, Hardingham GE, Osterweil EK, Wyllie DJA, Wood ER, Kind PC.","Sustained correction of associative learning deficits after brief, early treatment in a rat model of Fragile X Syndrome.",Sci Transl Med,2019,10.1126/scitranslmed.aao0498,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Balderas_etal_LearnMem_2008,"Balderas I, Rodriguez-Ortiz CJ, Salgado-Tonda P, Chavez-Hurtado J, McGaugh JL, Bermudez-Rattoni F.",The consolidation of object and context recognition memory involve different regions of the temporal lobe.,Learn Mem,2008,10.1101/lm.1028008,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Barsegyan_etal_FrontBehavNeurosci_2014,"Barsegyan A, McGaugh JL, Roozendaal B.",Noradrenergic activation of the basolateral amygdala modulates the consolidation of object-in-context recognition memory.,Front Behav Neurosci,2014,10.3389/fnbeh.2014.00160,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Bekinschtein_etal_Jneurosci_2013,"Bekinschtein P, Renner MC, Gonzalez MC, Weisstaub N.",Role of medial prefrontal cortex serotonin 2A receptors in the control of retrieval of recognition memory in rats.,J Neurosci,2013,10.1523/JNEUROSCI.2087-13.2013,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Bukhari_etal_LifeSci_2018,"Bukhari SHF, Clark OE, Williamson LL.",Maternal high fructose diet and neonatal immune challenge alter offspring anxiety-like behavior and inflammation across the lifespan.,Life Sci,2018,10.1016/j.lfs.2018.02.010,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Chomiak_etal_Neuroscience_2014,"Chomiak T, Hung J, Cihal A, Dhaliwal J, Baghdadwala MI, Dzwonek A, Podgorny P, Hu B.",Auditory-cued sensorimotor task reveals disengagement deficits in rats exposed to the autism-associated teratogen valproic acid.,Neuroscience ,2014,10.1016/j.neuroscience.2014.02.049,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Czerniawski_etal_BrainBehavImmun_2015,"Czerniawski J, Miyashita T, Lewandowski G, Guzowski JF.","Systemic lipopolysaccharide administration impairs retrieval of context-object discrimination, but not spatial, memory: Evidence for selective disruption of specific hippocampus-dependent memory functions during acute neuroinflammation.",Brain Behav Immun,2015,10.1016/j.bbi.2014.09.014,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Dix_Aggleton_BehavBrainRes_1999,"Dix SL, Aggleton JP.",Extending the spontaneous preference test of recognition: evidence of object-location and object-context recognition.,Behav Brain Res,1999,10.1016/s0166-4328(98)00079-5,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Heimer-McGinn_etal_Jneurosci_2017,"Heimer-McGinn VR, Poeta DL, Aghi K, Udawatta M, Burwell RD.",Disconnection of the Perirhinal and Postrhinal Cortices Impairs Recognition of Objects in Context But Not Contextual Fear Conditioning.,J Neurosci,2017,10.1523/JNEUROSCI.0254-17.2017,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Kanatsou_etal_FrontBehavNeurosci_2015,"Kanatsou S, Kuil LE, Arp M, Oitzl MS, Harris AP, Seckl JR, Krugers HJ, Joels M.",Overexpression of mineralocorticoid receptors does not affect memory and anxiety-like behavior in female mice.,Front Behav Neurosci,2015,10.3389/fnbeh.2015.00182,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,LaSpina_etal_CellPhysiolBiochem_2019,"La Spina M, Sansevero G, Biasutto L, Zoratti M, Peruzzo R, Berardi N, Sale A, Azzolini M.",Pterostilbene Improves Cognitive Performance in Aged Rats: An in Vivo Study.,Cell Physiol Biochem,2019,10.33594/000000017,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Langston_Wood_Hippocampus_2010,"Langston RF, Wood ER.","Associative recognition and the hippocampus: differential effects of hippocampal lesions on object-place, object-context and object-place-context memory.",Hippocampus,2010,10.1002/hipo.20714,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Li_etal_PharmacolBiochemBehav_2013,"Li JT, Feng Y, Su YA, Wang XD, Si TM.","Enhanced interaction among ErbB4, PSD-95 and NMDAR by chronic MK-801 treatment is associated with behavioral abnormalities.",Pharmacol Biochem Behav,2013,10.1016/j.pbb.2013.04.008,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Li_etal_EurJPharmacol_2011,"Li JT, Su YA, Guo CM, Feng Y, Yang Y, Huang RH, Si TM.","Persisting cognitive deficits induced by low-dose, subchronic treatment with MK-801 in adolescent rats.",Eur J Pharmacol,2011,10.1016/j.ejphar.2010.10.074,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Li_etal_Neuroscience_2015,"Li JT, Zhao YY, Wang HL, Wang XD, Su YA, Si TM.",Long-term effects of neonatal exposure to MK-801 on recognition memory and excitatory-inhibitory balance in rat hippocampus.,Neuroscience,2015,10.1016/j.neuroscience.2015.09.003,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Liu_etal_FrontBehavNeurosci_2018,"Liu X, Li J, Guo C, Wang H, Sun Y, Wang H, Su YA, Li K, Si T.",Olanzapine Reverses MK-801-Induced Cognitive Deficits and Region-Specific Alterations of NMDA Receptor Subunits.,Front Behav Neurosci,2018,10.3389/fnbeh.2017.00260,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Lomeli_etal_FreeRadicBiolMed_2017,"Lomeli N, Di K, Czerniawski J, Guzowski JF, Bota DA.",Cisplatin-induced mitochondrial dysfunction is associated with impaired cognitive function in rats.,Free Radic Biol Med,2017,10.1016/j.freeradbiomed.2016.11.046,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,MacIlvane_etal_Alcohol_2016,"MacIlvane NM, Pochiro JM, Hurwitz NR, Goodfellow MJ, Lindquist DH.",Recognition memory is selectively impaired in adult rats exposed to binge-like doses of ethanol during early postnatal life.,Alcohol,2016,10.1016/j.alcohol.2016.09.027,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Morici_etal_Elife_2018,"Morici JF, Miranda M, Gallo FT, Zanoni B, Bekinschtein P, Weisstaub NV.",5-HT2a receptor in mPFC influences context-guided reconsolidation of object memory in perirhinal cortex.,Elife,2018,10.7554/eLife.33746,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Mumby_etal_LearnMem_2002,"Mumby DG, Gaskin S, Glenn MJ, Schramek TE, Lehmann H.","Hippocampal damage and exploratory preferences in rats: memory for objects, places, and contexts.",Learn Mem,2002,10.1101/lm.41302,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Mychasiuk_etal_NeurobiolDis_2015,"Mychasiuk R, Hehar H, van Waes L, Esser MJ.","Diet, age, and prior injury status differentially alter behavioral outcomes following concussion in rats.",Neurobiol Dis,2015,10.1016/j.nbd.2014.09.003,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Noble_etal_NutrNeurosci_2019,"Noble EE, Hsu TM, Liang J, Kanoski SE.",Early-life sugar consumption has long-term negative effects on memory function in male rats.,Nutr Neurosci,2019,10.1080/1028415X.2017.1378851,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Norman_Eacott_BehavNeurosci_2005,"Norman G, Eacott MJ.", Dissociable effects of lesions to the perirhinal cortex and the postrhinal cortex on memory for context and objects in rats.,Behav Neurosci,2005,10.1037/0735-7044.119.2.557,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Pillai_etal_Neuropharmacology_2018,"Pillai AG, Arp M, Velzing E, Lesuis SL, Schmidt MV, Holsboer F, Joëls M, Krugers HJ.",Early life stress determines the effects of glucocorticoids and stress on hippocampal function: Electrophysiological and behavioral evidence respectively.,Neuropharmacology,2018,10.1016/j.neuropharm.2018.02.001,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Ramsaran_etal_DevPsychobiol_2016,"Ramsaran AI, Sanders HR, Stanton ME.",Determinants of object-in-context and object-place-context recognition in the developing rat.,Dev Psychobiol,2016,10.1002/dev.21432,y,1,unclear whether both Ramsaran et al. 2016 are included or just one of them,
MA16,Sep_etal_2021_PLoSONE,Ramsaran_etal_BehavBrainRes_2016,"Ramsaran AI, Westbrook SR, Stanton ME.",Ontogeny of object-in-context recognition in the rat.,Behav Brain Res,2016,10.1016/j.bbr.2015.04.011,y,1,unclear whether both Ramsaran et al. 2016 are included or just one of them,
MA16,Sep_etal_2021_PLoSONE,Sanders_etal_DevPsychobiol_2020,"Sanders HR, Heroux NA, Stanton ME.","Infant rats can acquire, but not retain contextual associations in object-in-context and contextual fear conditioning paradigms.",Dev Psychobiol,2020,10.1002/dev.21980,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Sanderson_etal_LearnMem_2011,"Sanderson DJ, Hindley E, Smeaton E, Denny N, Taylor A, Barkus C, Sprengel R, Seeburg PH, Bannerman DM.",Deletion of the GluA1 AMPA receptor subunit impairs recency-dependent object recognition memory.,Learn Mem,2011,10.1101/lm.2083411,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Schulz_etal_PhysiolBehav_2011,"Schulz KM, Pearson JN, Neeley EW, Berger R, Leonard S, Adams CE, Stevens KE.","Maternal stress during pregnancy causes sex-specific alterations in offspring memory performance, social interactions, indices of anxiety, and body mass.",Physiol Behav,2011,10.1016/j.physbeh.2011.02.021,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Sigwald_etal_NeurobiolLearnMem_2019,"Sigwald EL, Bignante EA, de Olmos S, Lorenzo A.",Fear-context association during memory retrieval requires input from granular to dysgranular retrosplenial cortex.,Neurobiol Learn Mem,2019,10.1016/j.nlm.2019.107036.,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Spanswick_Dyck_PLoSONE_2012,"Spanswick SC, Dyck RH.",Object/context specific memory deficits following medial frontal cortex damage in mice.,PLoS ONE,2012,10.1371/journal.pone.0043698,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Spanswick_Sutherland_LearnMem_2010,"Spanswick SC, Sutherland RJ.",Object/context-specific memory deficits associated with loss of hippocampal granule cells after adrenalectomy in rats.,Learn Mem,2010,10.1101/lm.1746710,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Tam_etal_BehavBrainRes_2015,"Tam SK, Bonardi C, Robinson J. Relative recency influences object-in-context memory.",Relative recency influences object-in-context memory.,Behav Brain Res,2015,10.1016/j.bbr.2014.12.024,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Wilson_etal_Hippocampus_2013,"Wilson DI, Langston RF, Schlesiger MI, Wagner M, Watanabe S, Ainge JA.",Lateral entorhinal cortex is critical for novel object-context recognition.,Hippocampus,2013,10.1002/hipo.22095,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Woodward_etal_TranslPsychiatry_2018,"Woodward NC, Haghani A, Johnson RG, Hsu TM, Saffari A, Sioutas C, Kanoski SE, Finch CE, Morgan TE.",Prenatal and early life exposure to air pollution induced hippocampal vascular leakage and impaired neurogenesis in association with behavioral deficits.,Transl Psychiatry,2018,10.1038/s41398-018-0317-1,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA16,Sep_etal_2021_PLoSONE,Zhao_etal_JPharmacolSci_2007,"Zhao Q, Murakami Y, Tohda M, Obi R, Shimada Y, Matsumoto K.","Chotosan, a kampo formula, ameliorates chronic cerebral hypoperfusion-induced deficits in object recognition behaviors and central cholinergic systems in mice.",J Pharmacol Sci,2007,10.1254/jphs.fp0061457,y,2,Unclear what paper was used for meta-analysis - I needed to check forest plot and messy raw data…,
MA17,Dougherty_Guillette_2018_PhiloTransB,Bensky_etal_BehavProcesses_2017,"Bensky MKMK, Paitz R, Pereira L, Bell AMAM.",Testing the predictions of coping styles theory in threespined sticklebacks.,Behav Processes,2017,10.1016/j.beproc.2016.12.011,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Exnerova_etal_ProcBiolSci_2010,"Exnerova _ A, Sva__dova__ KH, Fucı__kova__ E, Drent PJ, Stys  P.",Personality matters: individual variation in  reactions of naive bird predators to aposematic prey.,Proc Biol Sci,2010,10.1098/rspb.2009.1673,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Guillette_etal_AnimCogn_2015,"Guillette LM, Hahn AH, Hoeschele M, Przyslupski A-M, Sturdy CB.","Individual differences in learning speed, performance accuracy and exploratory behaviour in black-capped chickadees.",Anim Cogn,2015,0.1007/s10071014-0787-3,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Guillette_etal_ProcBiolSci_2011,"Guillette LM, Reddon AR, Hoeschele M, Sturdy CB.",Sometimes slower is better: slow-exploring birds are more sensitive to changes in a vocal discrimination task.,Proc Biol Sci,2011,10.1098/rspb.2010.1669,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Mesquita_etal_BehavProcesses_2015,"Mesquita FO, Borcato FL, Huntingford FA.",Cue-based and algorithmic learning in common carp: A possible link to stress coping style.,Behav Processes,2015,10.1016/j.beproc.2015.02.017,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Kareklas_etal_Ethology_2017,"Kareklas K, Elwood RW, Holland RA.",Personality effects on spatial learning: comparisons between visual conditions in a weakly electric fish.,Ethology,2017,10.1111/eth.12629,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Moiron_etal_BehavEcol_2016,"Moiron M, Mathot KJ, Dingemanse NJ.",A multi-level approach to quantify speed-accuracy trade-offs in great tits (Parus major).,Behav Ecol,2016,10.1093/beheco/arw077,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Bousquet_etal_AnimBehav_2015,"Bousquet CAH, Petit O, Arrive M, Robin J-P, Sueur C.","Personality tests predict responses to a spatiallearning task in mallards, Anas platyrhynchos.",Anim Behav,2015,10.1016/j.anbehav. 2015.09.024,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Guillette_etal_BehavProcesses_2009,"Guillette LM, Reddon AR, Hurd PL, Sturdy CB.","Exploration of a novel space is associated with individual differences in learning speed in black-capped chickadees, Poecile atricapillus.",Behav Processes,2009,10.1016/j.beproc.2009.07.005,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Moldoff_Westneat_BehavEcol_2017,"Moldoff DE, Westneat DF.",Foraging sparrows exhibit individual differences but not a syndrome when responding to multiple kinds of novelty.,Behav Ecol,2017,10.1093/beheco/arx014,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Kazlauckas_etal_BehavBrainRes_2005,"Kazlauckas V, Schuh J, Dall'Igna OP, Pereira GS, Bonan CD, Lara DR.",Behavioral and cognitive profile of mice with high and low exploratory phenotypes.,Behav Brain Res,2005,10.1016/j.bbr.2005.03.021,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Gibelli_Dubois_BehavEcol_2017,"Gibelli J, Dubois F.",Does personality affect the ability of individuals to track and respond to changing conditions?,Behav Ecol,2017,10.1093/beheco/arw137,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Logan_PeerJ_2016,Logan CJ.,Behavioral flexibility and problem solving in an invasive bird.,PeerJ,2016,10.7717/peerj.1975,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Titulaer_etal_AnimBehav_2012,"Titulaer M, van Oers K, Naguib M.",Personality affects learning performance in difficult tasks in a sex-dependent way.,Anim Behav,2012,10.1016/j.anbehav.2011.12.020,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Bannier_etal_Ethology_2017,"Bannier F, Tebbich S, Taborsky B.",Early experience affects learning performance and neophobia in a cooperatively breeding cichlid.,Ethology,2017,10.1111/eth.12646,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Brust_Guenther_AnimCogn_2015,"Brust V, Guenther A.",Domestication effects on behavioural traits and learning performance: comparing wild cavies to guinea pigs.,Anim Cogn,2015,10.1007/s10071-014-0781-9,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Guenther_etal_JCompPsychol_2014,"Guenther A, Brust V, Dersen M, Trillmich F.",Learning and personality types are related in cavies (Cavia aperea).,J Comp Psychol,2014,10.1037/a0033678,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Guenther_Brust_AnimBehav_2017,"Guenther A, Brust V.",Individual consistency in multiple cognitive performance: behavioural versus cognitive syndromes.,Anim Behav,2017,10.1016/j.anbehav.2017.06.011,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Udino_etal_CurrZool_2017,"Udino E, Perez M, Carere C, d'Ettorre P.",Active explorers show low learning performance in a social insect.,Curr Zool,2017,10.1093/cz/zow101,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Bebus_etal_AnimBehav_2016,"Bebus SE, Small TW, Jones BC, Elderbrock EK, Schoech SJ.",Associative learning is inversely related to reversal learning and varies with nestling corticosterone exposure.,Anim Behav,2016,10.1016/j.anbehav.2015.10.027,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Brust_etal_Ethology_2013,"Brust V, Wuerz Y, Krüger O. ",Behavioural flexibility and personality in zebra finches.,Ethology,2013,10.1111/eth.12095,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
MA17,Dougherty_Guillette_2018_PhiloTransB,Nawroth_etal_BehavProcesses_2017,"Nawroth C, Prentice PM, McElligott AG.",Individual personality differences in goats predict their performance in visual learning and non-associative cognitive tasks.,Behav Processes,2017,10.1016/j.beproc.2016.08.001,y,2,use raw data - authors did not provide included paper lists and no bibliometrics data in main text - primary studies were included references without mentioning,
